Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000934	0.983789	0.944460	72.962000	73.360000	
0.000932	0.977816	0.929256	73.216000	73.860000	
0.000930	0.970373	0.936625	73.534000	74.060000	
0.000928	0.957651	0.923755	73.912000	74.370000	
0.000926	0.953238	0.933136	73.580000	74.220000	
0.000924	0.941187	0.916218	74.182000	74.430000	
0.000922	0.944289	0.916939	74.132000	74.590000	
0.000920	0.924691	0.911291	74.488000	74.990000	
0.000918	0.913300	0.921408	74.870000	74.520000	
0.000916	0.904703	0.918964	75.098000	74.830000	
0.000914	0.909155	0.932476	75.016000	74.310000	
0.000911	0.899740	0.912897	75.332000	74.740000	
0.000909	0.888412	0.920351	75.636000	74.410000	
0.000907	0.895169	0.938838	75.478000	74.380000	
0.000905	0.885986	0.924629	75.568000	74.470000	
0.000902	0.873960	0.907384	76.030000	74.650000	
0.000900	0.869676	0.917875	76.216000	74.650000	
0.000897	0.870801	0.918118	76.344000	74.540000	
0.000895	0.848648	0.919355	76.652000	74.450000	
0.000893	0.849397	0.905736	76.572000	75.170000	
0.000890	0.840759	0.915330	77.038000	74.970000	
0.000888	0.838573	0.916486	77.002000	75.330000	
0.000885	0.835184	0.916600	77.240000	75.230000	
0.000883	0.830543	0.907482	77.220000	75.560000	
0.000880	0.829931	0.929115	77.436000	74.920000	
0.000878	0.823502	0.918887	77.282000	75.060000	
0.000875	0.819818	0.905123	77.810000	75.290000	
0.000872	0.811992	0.920182	77.824000	74.890000	
0.000870	0.811523	0.933245	77.838000	75.060000	
0.000867	0.807971	0.910463	78.004000	75.330000	
0.000864	0.804040	0.917147	78.174000	75.320000	
0.000862	0.799688	0.917261	78.282000	75.410000	
0.000859	0.788438	0.910462	78.626000	75.130000	
0.000856	0.782320	0.916013	78.616000	75.630000	
0.000854	0.790011	0.914280	78.658000	75.320000	
0.000851	0.789203	0.917460	78.368000	75.480000	
0.000848	0.782167	0.929087	78.788000	75.140000	
0.000845	0.780883	0.914954	78.708000	75.600000	
0.000842	0.769487	0.918258	79.364000	75.560000	
0.000839	0.764365	0.934115	79.108000	75.470000	
0.000837	0.764894	0.908460	79.144000	75.770000	
0.000834	0.763145	0.929628	79.536000	75.320000	
0.000831	0.759401	0.928652	79.510000	75.700000	
0.000828	0.737648	0.921390	79.888000	75.640000	
0.000825	0.744528	0.919929	79.680000	75.740000	
0.000822	0.739767	0.923915	79.918000	75.510000	
0.000819	0.738844	0.923523	80.044000	75.490000	
0.000816	0.737866	0.902379	79.800000	75.940000	
0.000813	0.735074	0.929119	80.182000	76.000000	
0.000810	0.721073	0.916158	80.466000	76.200000	
0.000806	0.716214	0.915489	80.638000	76.020000	
0.000803	0.714806	0.923073	80.640000	75.690000	
0.000800	0.710695	0.925849	80.702000	75.450000	
0.000797	0.705193	0.925775	80.834000	75.860000	
0.000794	0.709717	0.930339	80.840000	75.580000	
0.000791	0.708423	0.931157	80.826000	76.120000	
0.000788	0.701794	0.925344	81.010000	75.630000	
0.000784	0.703697	0.923863	80.896000	76.140000	
0.000781	0.690195	0.916966	81.406000	75.880000	
0.000778	0.699822	0.922831	80.930000	76.050000	
0.000775	0.685596	0.927118	81.538000	76.080000	
0.000771	0.691178	0.926361	81.348000	75.840000	
0.000768	0.691943	0.932436	81.468000	75.620000	
0.000765	0.676267	0.932441	81.670000	75.760000	
0.000761	0.689992	0.937098	81.218000	75.700000	
0.000758	0.683073	0.934614	81.568000	75.750000	
0.000755	0.674330	0.917508	81.804000	76.030000	
0.000751	0.674985	0.948511	81.770000	75.770000	
0.000748	0.674694	0.936995	81.782000	75.730000	
0.000744	0.670110	0.923910	81.908000	76.200000	
0.000741	0.667583	0.929152	81.904000	76.060000	
0.000737	0.661072	0.927717	82.212000	76.000000	
0.000734	0.649949	0.928377	82.562000	76.170000	
0.000730	0.655467	0.923418	82.230000	76.210000	
0.000727	0.663655	0.948400	82.190000	76.140000	
0.000723	0.654094	0.919429	82.376000	76.650000	
0.000720	0.644416	0.930897	82.700000	75.900000	
0.000716	0.646081	0.933239	82.474000	76.190000	
0.000713	0.648091	0.941138	82.536000	75.790000	
0.000709	0.634363	0.924989	83.172000	76.030000	
0.000002	0.671038	0.934082	81.886000	75.960000	
0.000001	0.656537	0.933763	82.324000	76.140000	
0.000000	0.646740	0.936398	82.546000	75.900000	
0.000000	0.644740	0.935310	82.546000	75.880000	
