Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.035168	1.615650	1.578816	57.258000	58.470000	
0.034688	1.599807	1.590923	57.480000	57.890000	
0.034203	1.585414	2.061414	58.090000	50.350000	
0.033714	1.568299	2.017407	58.352000	50.290000	
0.033222	1.556077	1.561986	58.832000	58.660000	
0.032725	1.547648	1.533795	58.704000	59.380000	
0.032226	1.529273	2.075627	59.452000	51.090000	
0.031723	1.517816	2.212543	59.734000	50.200000	
0.031217	1.508571	2.177481	59.788000	47.550000	
0.030709	1.503021	2.095819	60.242000	49.510000	
0.030198	1.493252	2.605437	60.300000	44.420000	
0.029685	1.486873	1.541682	60.484000	59.880000	
0.029169	1.471835	1.661343	61.092000	57.780000	
0.028652	1.462401	2.260326	61.102000	47.910000	
0.028133	1.443385	2.771115	61.458000	40.390000	
0.027613	1.429989	1.483044	61.822000	61.140000	
0.027092	1.420033	1.625189	62.286000	58.810000	
0.026570	1.413955	2.513610	62.370000	44.160000	
0.026047	1.404599	1.546768	62.602000	60.560000	
0.025524	1.387011	1.572128	63.172000	59.930000	
0.025000	1.369764	1.731787	63.422000	56.140000	
0.024476	1.367291	1.668137	63.778000	57.600000	
0.023953	1.370548	1.490409	63.364000	60.870000	
0.023430	1.359229	1.475198	63.830000	61.670000	
0.022908	1.343113	1.505108	64.138000	61.580000	
0.022387	1.335136	1.486123	64.408000	61.120000	
0.021867	1.307094	1.663070	65.246000	58.020000	
0.021348	1.298309	1.604767	65.540000	59.880000	
0.020831	1.289990	1.502137	65.730000	60.860000	
0.020315	1.279920	1.490942	65.600000	61.270000	
0.019802	1.259876	1.473411	66.266000	61.930000	
0.019291	1.268255	1.487906	66.260000	61.590000	
0.018783	1.244084	1.564472	66.836000	60.520000	
0.018277	1.235162	1.861521	67.060000	54.900000	
0.017774	1.229813	1.545145	67.332000	60.250000	
0.017275	1.216176	2.616039	67.610000	46.150000	
0.016778	1.218359	1.459055	67.424000	62.620000	
0.016286	1.194716	1.572544	68.060000	60.090000	
0.015797	1.191569	1.510766	68.348000	61.500000	
0.015312	1.177383	1.529371	68.742000	61.740000	
0.014832	1.166297	2.188339	68.982000	51.890000	
0.014356	1.148305	1.559995	69.428000	61.260000	
0.013884	1.151541	1.484784	69.386000	62.850000	
0.013418	1.136026	2.032844	69.774000	53.930000	
0.012956	1.125590	1.461778	70.026000	63.060000	
0.012500	1.120483	2.023037	70.324000	54.240000	
0.012049	1.086851	1.474530	71.086000	62.540000	
0.011604	1.089199	1.462004	71.064000	63.060000	
0.011165	1.086357	1.456697	71.088000	63.600000	
0.010732	1.076990	1.480899	71.484000	62.900000	
0.010305	1.066283	1.704807	71.730000	59.190000	
0.009885	1.056370	1.534830	72.046000	61.730000	
0.009471	1.046209	1.555529	72.272000	61.360000	
0.009064	1.030062	1.485114	72.896000	63.120000	
0.008664	1.023079	1.471996	72.834000	63.130000	
0.008272	1.014846	1.449968	73.186000	63.630000	
0.007886	1.007701	1.501014	73.252000	63.280000	
0.007508	1.005401	1.467631	73.456000	63.630000	
0.007138	0.984981	1.481975	74.026000	63.560000	
0.006776	0.978702	1.473275	74.244000	63.950000	
0.006421	0.974491	1.452641	74.340000	64.320000	
0.006075	0.970230	1.488324	74.588000	63.720000	
0.005737	0.962815	1.526011	74.846000	63.010000	
0.005408	0.954670	1.476963	74.952000	63.870000	
0.005087	0.940144	1.687913	75.292000	60.160000	
0.004775	0.935067	1.446460	75.418000	64.350000	
0.004471	0.935098	1.792480	75.582000	58.660000	
0.004177	0.915925	1.463203	75.956000	63.930000	
0.003892	0.920825	1.445442	75.780000	64.240000	
0.003616	0.893814	1.444381	76.656000	64.120000	
0.003349	0.897391	2.137477	76.490000	53.620000	
0.003092	0.892559	1.598073	76.748000	62.140000	
0.002845	0.896225	1.437552	76.682000	64.800000	
0.002607	0.883368	1.456856	76.982000	64.530000	
0.002379	0.874873	1.453057	77.446000	64.380000	
0.002161	0.858180	1.934112	77.674000	56.480000	
0.001953	0.874301	1.471134	77.240000	64.200000	
0.001756	0.870455	1.634760	77.336000	60.540000	
0.001568	0.847856	1.453748	77.714000	64.280000	
0.001391	0.854709	1.457131	77.904000	64.400000	
0.001224	0.850895	1.447078	77.830000	64.870000	
0.001067	0.854856	1.437620	77.896000	64.690000	
0.000921	0.839514	1.434477	78.156000	64.600000	
0.000785	0.847173	1.519166	77.952000	62.680000	
0.000661	0.840747	1.441405	78.240000	64.530000	
0.000546	0.844514	1.453527	78.118000	64.480000	
0.000443	0.828610	1.442251	78.572000	64.630000	
0.000350	0.836613	1.428194	78.308000	64.760000	
0.000268	0.819944	1.454546	78.794000	64.410000	
0.000197	0.836071	1.443781	78.394000	64.860000	
0.000137	0.835756	1.452623	78.432000	64.760000	
0.000088	0.817031	1.440106	78.850000	64.790000	
0.000049	0.827652	1.434140	78.938000	64.830000	
0.000022	0.828099	1.430642	78.522000	64.770000	
0.000005	0.825997	1.438357	78.586000	64.500000	
0.034567	1.687149	1.814701	55.072000	57.950000	
0.034385	1.547884	1.571387	58.392000	60.880000	
0.034203	1.448671	1.372871	60.442000	62.640000	
0.034020	1.355559	1.320187	63.270000	64.760000	
0.033837	1.318122	1.292060	64.016000	65.580000	
0.033653	1.287087	1.258437	64.708000	65.250000	
0.033468	1.264635	1.328466	65.364000	64.220000	
0.033283	1.253450	1.264033	65.750000	66.440000	
0.033098	1.224619	1.271291	66.160000	66.400000	
0.032912	1.205767	1.221024	66.928000	66.000000	
0.032725	1.199651	1.245939	67.244000	66.920000	
0.032538	1.183711	1.289552	67.480000	66.300000	
0.032351	1.159214	1.235414	68.326000	66.380000	
0.032163	1.147374	1.193949	68.366000	68.110000	
0.031975	1.138326	1.247717	68.710000	67.920000	
0.031786	1.147711	1.246652	68.498000	67.430000	
0.031597	1.131419	1.313617	68.826000	65.650000	
0.031407	1.115046	1.189215	69.494000	67.770000	
0.031217	1.096548	1.266113	69.996000	67.540000	
0.031027	1.095909	1.233813	69.992000	68.010000	
0.030836	1.083858	1.231274	70.116000	67.550000	
0.030645	1.082084	1.230965	70.280000	67.540000	
0.030454	1.059886	1.293594	70.722000	67.290000	
0.030262	1.064491	1.221251	70.824000	67.390000	
0.030070	1.062290	1.233865	70.776000	67.580000	
0.029877	1.036530	1.166992	71.554000	68.960000	
0.029685	1.036532	1.263813	71.426000	67.170000	
0.029492	1.037517	1.200611	71.646000	67.780000	
0.029298	1.027335	1.245354	71.674000	67.480000	
0.029105	1.021566	1.217512	71.788000	68.120000	
0.028911	1.017739	1.153565	72.076000	68.790000	
0.028717	1.008416	1.194638	72.250000	68.370000	
0.028523	0.994215	1.138427	72.606000	69.100000	
0.028328	1.002704	1.174260	72.552000	68.960000	
0.028133	0.978713	1.254274	73.104000	68.050000	
0.027938	0.979848	1.273839	73.144000	67.970000	
0.027743	0.975327	1.185764	73.044000	69.070000	
0.027548	0.971767	1.198619	73.248000	69.290000	
0.027353	0.966377	1.165994	73.396000	68.900000	
0.027157	0.952496	1.211326	73.598000	68.530000	
0.026961	0.957341	1.213858	73.632000	68.830000	
0.026766	0.942743	1.191790	73.866000	68.820000	
0.026570	0.936007	1.200262	74.270000	68.840000	
0.026374	0.925761	1.208761	74.226000	68.570000	
0.026178	0.928856	1.169326	74.372000	69.720000	
0.025981	0.938924	1.252899	74.172000	69.040000	
0.025785	0.912558	1.201318	74.652000	68.530000	
0.025589	0.917712	1.166691	74.630000	69.130000	
0.025393	0.911102	1.184637	74.830000	69.490000	
0.025196	0.902131	1.142287	75.028000	69.350000	
0.025000	0.901904	1.176619	75.146000	70.010000	
0.024804	0.900228	1.171419	75.302000	69.830000	
0.024607	0.897506	1.178690	75.372000	69.970000	
0.024411	0.883273	1.193644	75.810000	69.170000	
0.024215	0.883094	1.162944	75.724000	69.690000	
0.024019	0.867884	1.176318	76.210000	69.780000	
0.023822	0.866739	1.262593	76.062000	69.350000	
0.023626	0.865254	1.181874	76.136000	70.150000	
0.023430	0.866464	1.264026	76.412000	69.070000	
0.023234	0.855616	1.142068	76.544000	69.980000	
0.023039	0.847140	1.202815	76.696000	69.800000	
0.022843	0.845168	1.247783	76.792000	68.840000	
0.022647	0.844654	1.190662	76.814000	69.530000	
0.022452	0.853145	1.182025	76.506000	70.080000	
0.022257	0.836679	1.184806	76.994000	69.570000	
0.022062	0.833017	1.157172	76.902000	70.300000	
0.021867	0.825059	1.154950	77.426000	70.350000	
0.021672	0.830210	1.226108	76.998000	69.300000	
0.021477	0.822554	1.213317	77.670000	70.360000	
0.021283	0.823436	1.181329	77.202000	70.010000	
0.021089	0.810542	1.210699	77.738000	69.030000	
0.020895	0.811568	1.177951	77.458000	70.130000	
0.020702	0.804433	1.141091	77.944000	70.770000	
0.020508	0.806110	1.145288	77.702000	70.510000	
0.020315	0.799807	1.204131	78.004000	70.070000	
0.020123	0.790599	1.183368	78.250000	69.920000	
0.019930	0.792963	1.218386	78.002000	69.780000	
0.019738	0.791505	1.159875	78.366000	70.460000	
0.019546	0.775962	1.193777	78.914000	70.460000	
0.019355	0.783670	1.138039	78.566000	70.680000	
0.019164	0.769036	1.163812	78.920000	70.290000	
0.018973	0.764335	1.176094	78.960000	70.840000	
0.018783	0.770211	1.200824	79.006000	70.470000	
0.018593	0.756547	1.161601	79.220000	69.440000	
0.018403	0.763919	1.184868	79.170000	70.160000	
0.018214	0.761256	1.151160	79.306000	70.590000	
0.018025	0.744158	1.175407	79.600000	70.020000	
0.017837	0.746056	1.266531	79.496000	70.820000	
0.017649	0.740870	1.157075	79.682000	70.470000	
0.017462	0.751297	1.133086	79.594000	70.910000	
0.017275	0.725883	1.177402	80.224000	70.590000	
0.017088	0.735672	1.227064	80.016000	69.650000	
0.016902	0.730729	1.199066	80.230000	70.750000	
0.016717	0.728514	1.209441	79.906000	70.330000	
0.016532	0.722245	1.166035	80.062000	71.010000	
0.016347	0.712210	1.185177	80.644000	70.660000	
0.016163	0.719235	1.124859	80.308000	70.610000	
0.015980	0.710451	1.169305	80.500000	71.390000	
0.015797	0.708949	1.132425	80.678000	71.200000	
0.015615	0.695907	1.209866	80.974000	70.840000	
0.015433	0.697480	1.185179	81.060000	70.590000	
0.015252	0.692146	1.173541	81.144000	70.470000	
0.015071	0.679712	1.190319	81.126000	70.640000	
0.014891	0.691534	1.189751	81.232000	71.250000	
0.014712	0.682930	1.173867	81.522000	70.740000	
0.014534	0.688133	1.180333	81.460000	70.270000	
0.014356	0.688749	1.135834	81.290000	71.030000	
0.014178	0.672361	1.165635	81.788000	70.910000	
0.014002	0.676716	1.164760	81.592000	71.080000	
0.013826	0.667604	1.169670	81.888000	70.730000	
0.013650	0.666228	1.142547	82.022000	71.700000	
0.013476	0.658571	1.151119	81.954000	71.420000	
0.013302	0.659253	1.168936	82.156000	71.080000	
0.013129	0.668517	1.146467	81.794000	71.710000	
0.012956	0.658868	1.162415	82.060000	71.340000	
0.012784	0.650034	1.159970	82.358000	71.550000	
0.012614	0.655380	1.120638	82.258000	71.960000	
0.012443	0.639084	1.170313	82.656000	71.170000	
0.012274	0.628231	1.149156	82.958000	71.540000	
0.012105	0.624164	1.137335	83.012000	71.320000	
0.011938	0.635361	1.127477	82.802000	71.390000	
0.011771	0.631317	1.138312	82.842000	71.470000	
0.011604	0.625001	1.136858	82.992000	71.810000	
0.011439	0.622942	1.148238	83.248000	72.180000	
0.011274	0.621759	1.117479	83.246000	71.840000	
0.011111	0.620361	1.143654	83.322000	72.330000	
0.010948	0.619725	1.138605	83.312000	72.180000	
0.010786	0.609650	1.129752	83.736000	71.650000	
0.010625	0.610342	1.131111	83.656000	71.790000	
0.010465	0.610081	1.117655	83.640000	71.970000	
0.010305	0.608856	1.120683	83.724000	71.970000	
0.010147	0.598174	1.115316	83.950000	71.710000	
0.009989	0.599644	1.176810	83.952000	71.530000	
0.009833	0.589000	1.124474	84.320000	71.560000	
0.009677	0.587573	1.154595	84.208000	71.780000	
0.009523	0.589649	1.160131	84.166000	71.670000	
0.009369	0.584739	1.151377	84.188000	72.490000	
0.009216	0.574480	1.131778	84.492000	71.830000	
0.009064	0.588253	1.137846	84.206000	71.750000	
0.008914	0.574973	1.141969	84.588000	71.600000	
0.008764	0.576312	1.116565	84.476000	72.430000	
0.008615	0.570468	1.099143	84.604000	72.630000	
0.008467	0.571701	1.112299	84.840000	72.230000	
0.008320	0.564390	1.134106	84.952000	71.840000	
0.008175	0.563971	1.121320	84.880000	72.370000	
0.008030	0.540282	1.148747	85.500000	72.260000	
0.007886	0.548575	1.127319	85.336000	72.390000	
0.007744	0.543884	1.159652	85.432000	72.240000	
0.007602	0.550070	1.121980	85.234000	72.460000	
0.007462	0.544571	1.120763	85.418000	72.230000	
0.007322	0.541182	1.121846	85.336000	72.190000	
0.007184	0.541938	1.111536	85.322000	72.680000	
0.007047	0.541045	1.118477	85.578000	72.680000	
0.006911	0.531700	1.107503	85.822000	72.790000	
0.006776	0.528594	1.112063	85.806000	72.660000	
0.006642	0.534602	1.086114	85.694000	72.920000	
0.006509	0.533567	1.110485	85.760000	72.810000	
0.006378	0.523214	1.121295	86.120000	72.240000	
0.006247	0.519917	1.096090	86.044000	72.710000	
0.006118	0.518171	1.100347	86.254000	72.730000	
0.005990	0.526495	1.123798	85.956000	72.610000	
0.005863	0.517782	1.088265	86.202000	73.140000	
0.005737	0.507620	1.106035	86.680000	72.930000	
0.005613	0.507008	1.107577	86.624000	72.590000	
0.005489	0.509718	1.084308	86.570000	73.560000	
0.005367	0.511515	1.121609	86.440000	72.610000	
0.005246	0.502237	1.091638	86.682000	73.110000	
0.005126	0.502457	1.091574	86.418000	73.280000	
0.005008	0.498487	1.096846	86.618000	72.880000	
0.004891	0.491411	1.100569	86.946000	72.970000	
0.004775	0.496113	1.091882	86.844000	73.060000	
0.004660	0.487869	1.113360	87.142000	73.130000	
0.004546	0.497024	1.091844	86.818000	73.130000	
0.004434	0.487123	1.097619	86.940000	72.490000	
0.004323	0.476914	1.100600	87.306000	72.940000	
0.004213	0.483519	1.110711	87.168000	73.230000	
0.004105	0.476271	1.100641	87.284000	73.270000	
0.003998	0.471918	1.094076	87.626000	73.010000	
0.003892	0.482451	1.099098	87.142000	73.200000	
0.003787	0.475314	1.090471	87.556000	73.120000	
0.003684	0.476944	1.091353	87.412000	73.280000	
0.003582	0.468278	1.078421	87.568000	73.250000	
0.003481	0.458820	1.083884	87.920000	73.310000	
0.003382	0.464796	1.081911	87.718000	73.170000	
0.003284	0.462906	1.071273	87.848000	73.490000	
0.003188	0.467859	1.075028	87.534000	73.730000	
0.003092	0.462262	1.082890	87.756000	73.780000	
0.002998	0.465493	1.071895	87.724000	73.480000	
0.002906	0.449793	1.083813	88.144000	73.380000	
0.002815	0.453798	1.082181	87.930000	73.090000	
0.002725	0.458768	1.068613	87.766000	73.290000	
0.002636	0.446330	1.070771	88.194000	73.520000	
0.002549	0.449484	1.074781	88.144000	73.640000	
0.002464	0.448821	1.066479	88.108000	73.750000	
0.002379	0.446960	1.073366	88.096000	73.790000	
0.002296	0.439773	1.075600	88.478000	73.460000	
0.002215	0.444757	1.073798	88.242000	73.310000	
0.002135	0.444247	1.069524	88.284000	73.430000	
0.002056	0.449785	1.071260	88.188000	73.910000	
0.001979	0.439670	1.075408	88.362000	73.140000	
0.001903	0.443601	1.067565	88.310000	73.510000	
0.001829	0.440119	1.069911	88.254000	73.500000	
0.001756	0.426814	1.058503	88.860000	73.900000	
0.001684	0.431740	1.081091	88.690000	73.490000	
0.001614	0.425122	1.060033	88.848000	73.760000	
0.001545	0.428795	1.074230	88.720000	73.660000	
0.001478	0.433693	1.084174	88.530000	73.050000	
0.001412	0.424239	1.054672	89.052000	73.810000	
0.001348	0.424243	1.073827	88.798000	73.780000	
0.001285	0.426275	1.076383	88.754000	73.470000	
0.001224	0.422774	1.068888	88.756000	73.840000	
0.001164	0.418497	1.084520	89.028000	73.710000	
0.001105	0.422129	1.063376	88.836000	74.120000	
0.001048	0.421571	1.074977	88.782000	73.510000	
0.000993	0.421695	1.066930	88.812000	74.010000	
0.000939	0.415435	1.063052	88.992000	73.950000	
0.000886	0.417451	1.066589	89.070000	73.650000	
0.000835	0.417162	1.066601	89.114000	73.540000	
0.000785	0.407658	1.057291	89.254000	73.730000	
0.000737	0.416150	1.068926	89.006000	73.900000	
0.000691	0.409543	1.064235	89.320000	73.810000	
0.000646	0.415839	1.067547	89.188000	73.550000	
0.000602	0.403419	1.054420	89.400000	74.050000	
0.000560	0.410427	1.060538	89.160000	73.880000	
0.000519	0.411843	1.052832	89.234000	74.000000	
0.000480	0.411550	1.055922	89.414000	74.220000	
0.000443	0.411578	1.048425	89.136000	73.980000	
0.000407	0.400148	1.059352	89.396000	73.820000	
0.000372	0.404219	1.062208	89.382000	73.670000	
0.000339	0.409896	1.053028	89.230000	74.140000	
0.000308	0.409928	1.055385	89.220000	74.050000	
0.000278	0.403350	1.056266	89.438000	73.780000	
0.000249	0.409227	1.050026	89.192000	74.010000	
0.000223	0.399498	1.053997	89.462000	73.870000	
0.000197	0.403314	1.046862	89.354000	74.100000	
0.000173	0.398678	1.054656	89.610000	74.010000	
0.000151	0.402607	1.053008	89.426000	73.840000	
0.000130	0.397516	1.060013	89.534000	73.950000	
0.000111	0.401854	1.053632	89.548000	74.030000	
0.000093	0.408250	1.051802	89.246000	73.890000	
0.000077	0.393570	1.052429	89.652000	73.880000	
0.000062	0.406073	1.059514	89.318000	73.870000	
0.000049	0.392497	1.060089	89.778000	73.920000	
0.000038	0.402156	1.052093	89.502000	73.830000	
0.000028	0.399354	1.055067	89.548000	73.970000	
0.000019	0.402298	1.057802	89.258000	73.840000	
0.000012	0.406719	1.052190	89.204000	73.880000	
0.000007	0.403064	1.061576	89.408000	73.940000	
0.000003	0.406363	1.054671	89.356000	73.720000	
0.000001	0.401183	1.058406	89.450000	73.970000	
